date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:45:44	461726/461726	---M--	200	added ('OK')	application/pdf	date:Wed,%2010%20Feb%202021%2015:09:42%20GMT	https://chaesfood.com/assets/img/daily-specials-ad.pdf	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/daily-specials-ad.pdf	(from https://chaesfood.com/)
04:45:45	24642/24642	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2022:31:21%20GMT	https://chaesfood.com/fresh.html	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/fresh.html	(from https://chaesfood.com/)
04:45:45	83938/83938	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Dec%202020%2019:28:32%20GMT	https://chaesfood.com/assets/img/logo/logo-1.png	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/logo/logo-1.png	(from https://chaesfood.com/)
04:45:45	21382/21382	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2022:31:21%20GMT	https://chaesfood.com/frozen.html	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/frozen.html	(from https://chaesfood.com/)
04:45:45	22390/22390	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2022:31:21%20GMT	https://chaesfood.com/dry.html	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/dry.html	(from https://chaesfood.com/)
04:45:45	15798/15798	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2012:25:28%20GMT	https://chaesfood.com/about.html	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/about.html	(from https://chaesfood.com/)
04:45:45	19257/19257	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2022:31:21%20GMT	https://chaesfood.com/gallery.html	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/gallery.html	(from https://chaesfood.com/)
04:45:46	15808/15808	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2022:31:21%20GMT	https://chaesfood.com/contact.html	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/contact.html	(from https://chaesfood.com/)
04:45:46	12880/12880	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2022:31:21%20GMT	https://chaesfood.com/employment.html	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/employment.html	(from https://chaesfood.com/)
04:45:46	222716/222716	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202020%2020:11:00%20GMT	https://chaesfood.com/assets/img/banner-pic/1.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/banner-pic/1.jpg	(from https://chaesfood.com/)
04:45:47	121890/121890	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202020%2020:12:57%20GMT	https://chaesfood.com/assets/img/banner-pic/3.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/banner-pic/3.jpg	(from https://chaesfood.com/)
04:45:47	151953/151953	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Jan%202021%2020:42:32%20GMT	https://chaesfood.com/assets/img/banner-pic/2.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/banner-pic/2.jpg	(from https://chaesfood.com/)
04:45:48	99378/99378	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Jan%202021%2020:50:10%20GMT	https://chaesfood.com/assets/img/banner-pic/2banner.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/banner-pic/2banner.jpg	(from https://chaesfood.com/)
04:45:48	206761/206761	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Jan%202021%2022:19:58%20GMT	https://chaesfood.com/assets/img/banner-pic/4.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/banner-pic/4.jpg	(from https://chaesfood.com/)
04:45:48	11605/11605	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Dec%202020%2021:28:24%20GMT	https://chaesfood.com/assets/img/client-pic/client-1.png	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/client-pic/client-1.png	(from https://chaesfood.com/)
04:45:48	213389/213389	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Jan%202021%2021:42:11%20GMT	https://chaesfood.com/assets/img/banner-pic/middlebanner.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/banner-pic/middlebanner.jpg	(from https://chaesfood.com/)
04:45:48	6227/6227	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Dec%202020%2021:29:47%20GMT	https://chaesfood.com/assets/img/client-pic/client-2.png	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/client-pic/client-2.png	(from https://chaesfood.com/)
04:45:49	11742/11742	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Dec%202020%2021:30:07%20GMT	https://chaesfood.com/assets/img/client-pic/client-3.png	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/client-pic/client-3.png	(from https://chaesfood.com/)
04:45:49	6881/6881	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Dec%202020%2021:30:21%20GMT	https://chaesfood.com/assets/img/client-pic/client-4.png	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/client-pic/client-4.png	(from https://chaesfood.com/)
04:45:49	8139/8139	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Dec%202020%2021:30:35%20GMT	https://chaesfood.com/assets/img/client-pic/client-5.png	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/client-pic/client-5.png	(from https://chaesfood.com/)
04:45:49	7583/7583	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Jan%202021%2022:11:56%20GMT	https://chaesfood.com/assets/img/client-pic/client-6.png	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/client-pic/client-6.png	(from https://chaesfood.com/)
04:45:50	4486/4486	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Jan%202021%2022:12:12%20GMT	https://chaesfood.com/assets/img/client-pic/client-7.png	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/client-pic/client-7.png	(from https://chaesfood.com/)
04:45:50	4839/4839	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Dec%202020%2021:32:38%20GMT	https://chaesfood.com/assets/img/client-pic/client-8.png	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/client-pic/client-8.png	(from https://chaesfood.com/)
04:45:50	12189/12189	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Dec%202020%2021:32:50%20GMT	https://chaesfood.com/assets/img/client-pic/client-9.png	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/client-pic/client-9.png	(from https://chaesfood.com/)
04:45:50	86927/86927	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Dec%202020%2019:37:16%20GMT	https://chaesfood.com/assets/js/jquery-3.3.1.min.js	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/js/jquery-3.3.1.min.js	(from https://chaesfood.com/)
04:45:51	48944/48944	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Dec%202020%2019:37:20%20GMT	https://chaesfood.com/assets/js/bootstrap.min.js	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/js/bootstrap.min.js	(from https://chaesfood.com/)
04:45:51	44342/44342	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Dec%202020%2019:37:19%20GMT	https://chaesfood.com/assets/js/owl.carousel.min.js	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/js/owl.carousel.min.js	(from https://chaesfood.com/)
04:45:51	5825/5825	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Dec%202020%2019:37:17%20GMT	https://chaesfood.com/assets/js/jquery.nice-select.js	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/js/jquery.nice-select.js	(from https://chaesfood.com/)
04:45:51	68253/68253	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Dec%202020%2019:37:18%20GMT	https://chaesfood.com/assets/js/jquery.fancybox.min.js	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/js/jquery.fancybox.min.js	(from https://chaesfood.com/)
04:45:52	19188/19188	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Dec%202020%2019:37:21%20GMT	https://chaesfood.com/assets/js/popper.min.js	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/js/popper.min.js	(from https://chaesfood.com/)
04:45:52	8130/8130	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Dec%202020%2019:37:18%20GMT	https://chaesfood.com/assets/js/script.js	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/js/script.js	(from https://chaesfood.com/)
04:45:52	131930/131930	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2011%20Dec%202019%2003:09:28%20GMT	https://chaesfood.com/assets/webfonts/fa-brands-400.eot	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/webfonts/fa-brands-400.eot	(from https://chaesfood.com/assets/css/all.min.css)
04:45:53	75936/75936	---M--	200	added ('OK')	font/woff2	date:Wed,%2011%20Dec%202019%2003:09:28%20GMT	https://chaesfood.com/assets/webfonts/fa-brands-400.woff2	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/webfonts/fa-brands-400.woff2	(from https://chaesfood.com/assets/css/all.min.css)
04:45:53	131930/131930	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2011%20Dec%202019%2003:09:28%20GMT	https://chaesfood.com/assets/webfonts/fa-brands-400.eot?	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/webfonts/fa-brands-400d41d.eot	(from https://chaesfood.com/assets/css/all.min.css)
04:45:54	89100/89100	---M--	200	added ('OK')	font/woff	date:Wed,%2011%20Dec%202019%2003:09:28%20GMT	https://chaesfood.com/assets/webfonts/fa-brands-400.woff	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/webfonts/fa-brands-400.woff	(from https://chaesfood.com/assets/css/all.min.css)
04:45:54	131624/131624	---M-Z	200	added ('OK')	font/ttf	date:Wed,%2011%20Dec%202019%2003:09:28%20GMT	https://chaesfood.com/assets/webfonts/fa-brands-400.ttf	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/webfonts/fa-brands-400.ttf	(from https://chaesfood.com/assets/css/all.min.css)
04:45:54	34390/34390	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2011%20Dec%202019%2003:09:28%20GMT	https://chaesfood.com/assets/webfonts/fa-regular-400.eot	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/webfonts/fa-regular-400.eot	(from https://chaesfood.com/assets/css/all.min.css)
04:45:54	34390/34390	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2011%20Dec%202019%2003:09:28%20GMT	https://chaesfood.com/assets/webfonts/fa-regular-400.eot?	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/webfonts/fa-regular-400d41d.eot	(from https://chaesfood.com/assets/css/all.min.css)
04:45:55	13576/13576	---M--	200	added ('OK')	font/woff2	date:Wed,%2011%20Dec%202019%2003:09:28%20GMT	https://chaesfood.com/assets/webfonts/fa-regular-400.woff2	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/webfonts/fa-regular-400.woff2	(from https://chaesfood.com/assets/css/all.min.css)
04:45:55	708706/708706	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2011%20Dec%202019%2003:09:28%20GMT	https://chaesfood.com/assets/webfonts/fa-brands-400.svg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/webfonts/fa-brands-400.svg	(from https://chaesfood.com/assets/css/all.min.css)
04:45:55	16800/16800	---M--	200	added ('OK')	font/woff	date:Wed,%2011%20Dec%202019%2003:09:28%20GMT	https://chaesfood.com/assets/webfonts/fa-regular-400.woff	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/webfonts/fa-regular-400.woff	(from https://chaesfood.com/assets/css/all.min.css)
04:45:55	34092/34092	---M-Z	200	added ('OK')	font/ttf	date:Wed,%2011%20Dec%202019%2003:09:28%20GMT	https://chaesfood.com/assets/webfonts/fa-regular-400.ttf	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/webfonts/fa-regular-400.ttf	(from https://chaesfood.com/assets/css/all.min.css)
04:45:55	144322/144322	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2011%20Dec%202019%2003:09:28%20GMT	https://chaesfood.com/assets/webfonts/fa-regular-400.svg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/webfonts/fa-regular-400.svg	(from https://chaesfood.com/assets/css/all.min.css)
04:45:56	194066/194066	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2011%20Dec%202019%2003:09:28%20GMT	https://chaesfood.com/assets/webfonts/fa-solid-900.eot	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/webfonts/fa-solid-900.eot	(from https://chaesfood.com/assets/css/all.min.css)
04:45:56	76084/76084	---M--	200	added ('OK')	font/woff2	date:Wed,%2011%20Dec%202019%2003:09:28%20GMT	https://chaesfood.com/assets/webfonts/fa-solid-900.woff2	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/webfonts/fa-solid-900.woff2	(from https://chaesfood.com/assets/css/all.min.css)
04:45:56	194066/194066	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2011%20Dec%202019%2003:09:28%20GMT	https://chaesfood.com/assets/webfonts/fa-solid-900.eot?	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/webfonts/fa-solid-900d41d.eot	(from https://chaesfood.com/assets/css/all.min.css)
04:45:56	98996/98996	---M--	200	added ('OK')	font/woff	date:Wed,%2011%20Dec%202019%2003:09:28%20GMT	https://chaesfood.com/assets/webfonts/fa-solid-900.woff	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/webfonts/fa-solid-900.woff	(from https://chaesfood.com/assets/css/all.min.css)
04:45:56	193780/193780	---M-Z	200	added ('OK')	font/ttf	date:Wed,%2011%20Dec%202019%2003:09:28%20GMT	https://chaesfood.com/assets/webfonts/fa-solid-900.ttf	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/webfonts/fa-solid-900.ttf	(from https://chaesfood.com/assets/css/all.min.css)
04:45:57	849145/849145	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2011%20Dec%202019%2003:09:28%20GMT	https://chaesfood.com/assets/webfonts/fa-solid-900.svg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/webfonts/fa-solid-900.svg	(from https://chaesfood.com/assets/css/all.min.css)
04:45:57	78748/78748	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2024%20May%202014%2006:31:42%20GMT	https://chaesfood.com/assets/fonts/themify.eot?-fvbane	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/fonts/themify9f24.eot	(from https://chaesfood.com/assets/css/themify-icons.css)
04:45:57	78748/78748	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2024%20May%202014%2006:31:42%20GMT	https://chaesfood.com/assets/fonts/themify.eot?	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/fonts/themifyd41d.eot	(from https://chaesfood.com/assets/css/themify-icons.css)
04:45:57	56108/56108	---M--	200	added ('OK')	font/woff	date:Sat,%2024%20May%202014%2006:31:42%20GMT	https://chaesfood.com/assets/fonts/themify.woff?-fvbane	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/fonts/themify9f24.woff	(from https://chaesfood.com/assets/css/themify-icons.css)
04:45:58	78584/78584	---M-Z	200	added ('OK')	font/ttf	date:Sat,%2024%20May%202014%2006:31:42%20GMT	https://chaesfood.com/assets/fonts/themify.ttf?-fvbane	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/fonts/themify9f24.ttf	(from https://chaesfood.com/assets/css/themify-icons.css)
04:45:58	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2023:45:59%20GMT	https://chaesfood.com/assets/css/owl.video.play.png	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/css/owl.video.play.png	(from https://chaesfood.com/assets/css/owl.carousel.min.css)
04:45:58	234269/234269	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2024%20May%202014%2006:31:42%20GMT	https://chaesfood.com/assets/fonts/themify.svg?-fvbane	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/fonts/themify9f24.svg	(from https://chaesfood.com/assets/css/themify-icons.css)
04:45:59	199213/199213	---M--	200	added ('OK')	image/jpeg	date:Thu,%2017%20Dec%202020%2020:09:04%20GMT	https://chaesfood.com/assets/img/banner-pic/hero-background.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/banner-pic/hero-background.jpg	(from https://chaesfood.com/assets/css/style.css)
04:45:59	7703/7703	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Apr%202020%2001:48:08%20GMT	https://chaesfood.com/assets/img/order-pic/delivary-back.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/order-pic/delivary-back.jpg	(from https://chaesfood.com/assets/css/style.css)
04:45:59	7939/7939	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Apr%202020%2002:21:58%20GMT	https://chaesfood.com/assets/img/testimonials/testimonial-back.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/testimonials/testimonial-back.jpg	(from https://chaesfood.com/assets/css/style.css)
04:45:59	2383/2383	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Aug%202020%2021:12:44%20GMT	https://chaesfood.com/assets/img/shape.png	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/shape.png	(from https://chaesfood.com/assets/css/style.css)
04:45:59	57133/57133	---M--	200	added ('OK')	image/jpeg	date:Tue,%2015%20Dec%202020%2023:10:52%20GMT	https://chaesfood.com/assets/img/banner-pic/blog-page-back.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/banner-pic/blog-page-back.jpg	(from https://chaesfood.com/assets/css/style.css)
04:46:00	2099/2099	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Aug%202020%2021:56:30%20GMT	https://chaesfood.com/assets/img/shape2.png	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/shape2.png	(from https://chaesfood.com/assets/css/style.css)
04:46:00	34450/34450	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Sep%202020%2020:07:10%20GMT	https://chaesfood.com/assets/img/banner-pic/hero-background2.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/banner-pic/hero-background2.jpg	(from https://chaesfood.com/assets/css/style.css)
04:46:00	35809/35809	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Sep%202020%2016:32:06%20GMT	https://chaesfood.com/assets/img/counter-bg/conter-background.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/counter-bg/conter-background.jpg	(from https://chaesfood.com/assets/css/style.css)
04:46:00	32075/32075	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Sep%202020%2020:07:10%20GMT	https://chaesfood.com/assets/img/banner-pic/background3.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/banner-pic/background3.jpg	(from https://chaesfood.com/assets/css/style.css)
04:46:01	76619/76619	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Dec%202020%2021:31:42%20GMT	https://chaesfood.com/assets/img/product/chicken.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/product/chicken.jpg	(from https://chaesfood.com/fresh.html)
04:46:01	241721/241721	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Dec%202020%2022:55:58%20GMT	https://chaesfood.com/assets/img/banner-pic/a.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/banner-pic/a.jpg	(from https://chaesfood.com/fresh.html)
04:46:02	111583/111583	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202020%2022:29:58%20GMT	https://chaesfood.com/assets/img/product/beef.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/product/beef.jpg	(from https://chaesfood.com/fresh.html)
04:46:03	88551/88551	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202020%2022:29:59%20GMT	https://chaesfood.com/assets/img/product/egg.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/product/egg.jpg	(from https://chaesfood.com/fresh.html)
04:46:03	275020/275020	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Dec%202020%2021:31:48%20GMT	https://chaesfood.com/assets/img/product/pork.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/product/pork.jpg	(from https://chaesfood.com/fresh.html)
04:46:03	123322/123322	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202020%2022:51:24%20GMT	https://chaesfood.com/assets/img/product/cheese.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/product/cheese.jpg	(from https://chaesfood.com/fresh.html)
04:46:04	57254/57254	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202020%2022:29:58%20GMT	https://chaesfood.com/assets/img/product/bacon.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/product/bacon.jpg	(from https://chaesfood.com/fresh.html)
04:46:04	253669/253669	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Dec%202020%2019:37:16%20GMT	https://chaesfood.com/assets/js/jquery-ui.min.js	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/js/jquery-ui.min.js	(from https://chaesfood.com/fresh.html)
04:46:04	101731/101731	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Dec%202020%2021:36:29%20GMT	https://chaesfood.com/assets/img/product/fries.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/product/fries.jpg	(from https://chaesfood.com/frozen.html)
04:46:05	117503/117503	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Jan%202021%2020:43:34%20GMT	https://chaesfood.com/assets/img/product/phillysteak.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/product/phillysteak.jpg	(from https://chaesfood.com/frozen.html)
